iri,act,paragrahv,subsection,legalText,in_force,temporalStatus,valid_from,valid_to
estleg:ABIPOL_Par_32_Lg_2,estleg:ABIPOL_Map_2026,§ 32.,2,"(2) Abipolitseinikule lubatud relvad on Politsei- ja Piirivalveameti poolt väljastatud gaasirelv, külmrelv, elektrišokirelv ja tulirelv.",true,,,
estleg:ABIPOL_Par_32_Lg_3,estleg:ABIPOL_Map_2026,§ 32.,3,"(3) Abipolitseinikule on lubatud järgmised gaasirelva, külmrelva ja tulirelva alaliigid: gaasirelv – gaasipihusti; külmrelv – kumminui, teleskoopnui; tulirelv – püstol, revolver.",true,,,
estleg:ABIPOL_Par_32_Lg_4,estleg:ABIPOL_Map_2026,§ 32.,4,(4) Käesoleva paragrahvi lõigetes 1–3 nimetatud erivahend või relv väljastatakse abipolitseinikule üksnes talle pandud ülesande täitmise ajaks. Politsei- ja Piirivalveameti peadirektor või tema volitatud ametnik võib erandkorras lubada abipolitseinikule väljastatud erivahendit või relva hoida alaliselt abipolitseiniku elukohas. Luba vormistatakse Politsei- ja Piirivalveameti peadirektori käskkirjaga või tema volitatud ametniku kirjaliku otsusega.,true,,,
estleg:ABIPOL_Par_32_Lg_4_1,estleg:ABIPOL_Map_2026,§ 32.,4¹,"(4¹) Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku eelneval loal ja vastava tulirelva alaliigi erikoolituse läbimisel on abipolitseinikule lubatud lisaks käesoleva paragrahvi lõike 3 punktis 3 sätestatud tulirelva alaliikidele muud politsei tulirelva alaliigid, kui esineb vahetu kõrgendatud ohu tõrjumise erakorraline vajadus ja abistatav politseiametnik on vahetult andnud vastava tulirelva kasutamiseks korralduse.",true,,,
estleg:ABIPOL_Par_32_Lg_5,estleg:ABIPOL_Map_2026,§ 32.,5,"(5) Abipolitseinikule väljastatud erivahendi ja relva väljastamise, hoidmise, tagastamise ning relva kandmise korra kehtestab määrusega.",true,,,
estleg:ABIPOL_Par_33,estleg:ABIPOL_Map_2026,§ 33.,,Kehtetu -,true,,,
estleg:ABIPOL_Par_33_1,estleg:ABIPOL_Map_2026,§ 33¹.,,"(1) Abipolitseinik võib isiku suhtes kasutada käeraudu, kui on alust arvata, et isik võib: rünnata teist isikut, osutada korrakaitseorgani ametnikule füüsilist vastupanu või kahjustada suure väärtusega varalist hüvet; põgeneda või teda võidakse ebaseaduslikult vabastada, kui temalt on seaduse alusel võetud vabadus, või ennast vigastada või enese tappa. (2) Kui käeraudade kasutamine ei ole võimalik, võib abipolitseinik käesoleva paragrahvi lõikes 1 nimetatud alusel kasutada sidumisvahendit, kui see ei sea ohtu isiku elu, ei tekita talle kehavigastust ega põhjusta kestvat füüsilist valu. Sidumisvahendi kasutamine ei tohi kesta üle ühe tunni järjest.",true,,,
estleg:ABIPOL_Par_33_1_Lg_1,estleg:ABIPOL_Map_2026,§ 33¹.,1,"(1) Abipolitseinik võib isiku suhtes kasutada käeraudu, kui on alust arvata, et isik võib: rünnata teist isikut, osutada korrakaitseorgani ametnikule füüsilist vastupanu või kahjustada suure väärtusega varalist hüvet; põgeneda või teda võidakse ebaseaduslikult vabastada, kui temalt on seaduse alusel võetud vabadus, või ennast vigastada või enese tappa.",true,,,
estleg:ABIPOL_Par_33_1_Lg_2,estleg:ABIPOL_Map_2026,§ 33¹.,2,"(2) Kui käeraudade kasutamine ei ole võimalik, võib abipolitseinik käesoleva paragrahvi lõikes 1 nimetatud alusel kasutada sidumisvahendit, kui see ei sea ohtu isiku elu, ei tekita talle kehavigastust ega põhjusta kestvat füüsilist valu. Sidumisvahendi kasutamine ei tohi kesta üle ühe tunni järjest.",true,,,
estleg:ABIPOL_Par_34,estleg:ABIPOL_Map_2026,§ 34.,,"Abipolitseinik võib kasutada isiku suhtes gaasipihustit, kumminuia või teleskoopnuia ainult tema ründamis-, vastupanu- või põgenemisvõimetuks muutmiseks juhul, kui seda eesmärki ei ole võimalik saavutada muu vahetu sunni vahendiga, välja arvatud tulirelvaga, ning kui see on ühtlasi vajalik, et: tõrjuda vahetu oht elule või kehalisele puutumatusele või tõkestada vahetult eelseisva või juba asetleidva vägivaldse kuriteo toimepanemist.",true,,,
estleg:ABIPOL_Par_34_Lg_Unknown_1,estleg:ABIPOL_Map_2026,§ 34.,,"Abipolitseinik võib kasutada isiku suhtes gaasipihustit, kumminuia või teleskoopnuia ainult tema ründamis-, vastupanu- või põgenemisvõimetuks muutmiseks juhul, kui seda eesmärki ei ole võimalik saavutada muu vahetu sunni vahendiga, välja arvatud tulirelvaga, ning kui see on ühtlasi vajalik, et: tõrjuda vahetu oht elule või kehalisele puutumatusele või tõkestada vahetult eelseisva või juba asetleidva vägivaldse kuriteo toimepanemist.",true,,,
estleg:ABIPOL_Par_35,estleg:ABIPOL_Map_2026,§ 35.,,"(1) Abipolitseinik võib abipolitseiniku ülesande täitmisel tulirelva või elektrišokirelva kasutada üksnes hädakaitses, seejuures hädakaitse piire ületamata. (2) Abipolitseinik võib kasutada tulirelva või elektrišokirelva looma suhtes ainult looma ründevõimetuks muutmiseks juhul, kui seda eesmärki ei ole võimalik saavutada muu sunnivahendiga.",true,,,
estleg:ABIPOL_Par_35_Lg_1,estleg:ABIPOL_Map_2026,§ 35.,1,"(1) Abipolitseinik võib abipolitseiniku ülesande täitmisel tulirelva või elektrišokirelva kasutada üksnes hädakaitses, seejuures hädakaitse piire ületamata.",true,,,
estleg:ABIPOL_Par_35_Lg_2,estleg:ABIPOL_Map_2026,§ 35.,2,"(2) Abipolitseinik võib kasutada tulirelva või elektrišokirelva looma suhtes ainult looma ründevõimetuks muutmiseks juhul, kui seda eesmärki ei ole võimalik saavutada muu sunnivahendiga.",true,,,
estleg:ABIPOL_Par_36,estleg:ABIPOL_Map_2026,§ 36.,,Abipolitseinik on kohustatud viivitamata teavitama politsei juhtimiskeskust tulirelva või elektrišokirelva kasutamisest abipolitseiniku ülesande täitmisel.,true,,,
estleg:ABIPOL_Par_36_Lg_Unknown_1,estleg:ABIPOL_Map_2026,§ 36.,,Abipolitseinik on kohustatud viivitamata teavitama politsei juhtimiskeskust tulirelva või elektrišokirelva kasutamisest abipolitseiniku ülesande täitmisel.,true,,,
estleg:ABIPOL_Par_37,estleg:ABIPOL_Map_2026,§ 37.,,"(1) Abipolitseinikule antakse abipolitseiniku tunnistus ja eritunnused. Abipolitseiniku eritunnused ning tunnistuse ja eritunnuste kirjelduse kehtestab määrusega. (2) Abipolitseinik kannab abipolitseiniku ülesande täitmisel politsei ohutusvesti kirjaga „ABIPOLITSEINIK”. Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku loal võib erandjuhtudel, kui see tuleneb ülesande iseloomust, loobuda ohutusvesti kandmisest abipolitseiniku ülesande täitmisel. Abipolitseinik peab esitama isikule tema nõudmisel abipolitseiniku tunnistuse. (3) Abipolitseinik võib kanda politseiametniku vormiriietust abipolitseiniku eritunnustega. (4) Abipolitseinik peab kandma politseiametniku vormiriietust abipolitseiniku eritunnustega, kui ta: kannab abipolitseiniku ülesande täitmisel tulirelva või elektrišokirelva või täidab politsei ülesandel käesoleva seaduse § 3 lõikes 2 sätestatud ülesannet iseseisvalt. (4¹) Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku loal võib erandjuhtudel, kui see tuleneb ülesande iseloomust, loobuda käesoleva paragrahvi lõike 4 punktis 1 sätestatud politseiametniku vormiriietuse kandmisest abipolitseiniku ülesande täitmisel. (5) Abipolitseinikul on keelatud abipolitseiniku ülesande täitmise ajal kanda: ametniku, välja arvatud politseiametniku, vormiriietust; turvatöötaja vormiriietust; riietust, millel on kaitseväe või Kaitseliidu eraldusmärgid. (6) Eritunnused ja abipolitseinikule väljastatud vormiriietus tagastatakse abipolitseiniku staatusest vabastamisel. (7) Eritunnuste ja abipolitseinikule väljastatud vormiriietuse andmise ja kandmise korra kehtestab Politsei- ja Piirivalveameti peadirektor.",true,,,
estleg:ABIPOL_Par_37_1,estleg:ABIPOL_Map_2026,§ 37¹.,,"(1) Nii abipolitseinikul kui ka abipolitseiniku kandidaadil on õigus saada väljaõppes osalemise ajaks tööandjalt ühe kalendriaasta jooksul tasustamata lisapuhkust kuni 15 päeva. Abipolitseinikul on politsei ja piirivalve seaduse § 77 lõikes 1 nimetatud juhtudel õigus saada abipolitseiniku ülesannete täitmiseks tööandjalt tasustamata lisapuhkust kuni 30 päeva. Lisapuhkuse saamiseks esitab abipolitseinik või abipolitseiniku kandidaat tööandjale Politsei- ja Piirivalveameti peadirektori või tema volitatud isiku taotluse. (2) Käesoleva paragrahvi lõikes 1 nimetatud lisapuhkuse taotluse peab esitama tööandjale mõistliku aja jooksul enne väljaõppele või ülesande täitmisele asumise aega. (3) Politsei- ja Piirivalveamet võib maksta abipolitseinikule ja abipolitseiniku kandidaadile tema kirjalikul taotlusel käesoleva paragrahvi lõike 1 alusel antud lisapuhkuse eest hüvitist. Hüvitise arvutamise aluseks võetakse abipolitseiniku kuue kuu keskmine palk või töötasu, mida maksab talle tema tööandja. Hüvitise ülempiir on Statistikaameti avaldatud viimane keskmine brutokuupalk. (4) Käesoleva paragrahvi lõikes 3 sätestatud hüvitist ei maksta, kui tööandja säilitab töötajale või ametnikule tema senise töötasu või palga. (5) Käesoleva paragrahvi lõike 1 alusel abipolitseinikule ja abipolitseiniku kandidaadile lisapuhkuse ning selle eest makstava hüvitise taotlemise ja väljamaksmise korra kehtestab määrusega.",true,,,
estleg:ABIPOL_Par_37_1_Lg_1,estleg:ABIPOL_Map_2026,§ 37¹.,1,(1) Nii abipolitseinikul kui ka abipolitseiniku kandidaadil on õigus saada väljaõppes osalemise ajaks tööandjalt ühe kalendriaasta jooksul tasustamata lisapuhkust kuni 15 päeva. Abipolitseinikul on politsei ja piirivalve seaduse § 77 lõikes 1 nimetatud juhtudel õigus saada abipolitseiniku ülesannete täitmiseks tööandjalt tasustamata lisapuhkust kuni 30 päeva. Lisapuhkuse saamiseks esitab abipolitseinik või abipolitseiniku kandidaat tööandjale Politsei- ja Piirivalveameti peadirektori või tema volitatud isiku taotluse.,true,,,
estleg:ABIPOL_Par_37_1_Lg_2,estleg:ABIPOL_Map_2026,§ 37¹.,2,(2) Käesoleva paragrahvi lõikes 1 nimetatud lisapuhkuse taotluse peab esitama tööandjale mõistliku aja jooksul enne väljaõppele või ülesande täitmisele asumise aega.,true,,,
estleg:ABIPOL_Par_37_1_Lg_3,estleg:ABIPOL_Map_2026,§ 37¹.,3,"(3) Politsei- ja Piirivalveamet võib maksta abipolitseinikule ja abipolitseiniku kandidaadile tema kirjalikul taotlusel käesoleva paragrahvi lõike 1 alusel antud lisapuhkuse eest hüvitist. Hüvitise arvutamise aluseks võetakse abipolitseiniku kuue kuu keskmine palk või töötasu, mida maksab talle tema tööandja. Hüvitise ülempiir on Statistikaameti avaldatud viimane keskmine brutokuupalk.",true,,,
estleg:ABIPOL_Par_37_1_Lg_4,estleg:ABIPOL_Map_2026,§ 37¹.,4,"(4) Käesoleva paragrahvi lõikes 3 sätestatud hüvitist ei maksta, kui tööandja säilitab töötajale või ametnikule tema senise töötasu või palga.",true,,,
estleg:ABIPOL_Par_37_1_Lg_5,estleg:ABIPOL_Map_2026,§ 37¹.,5,(5) Käesoleva paragrahvi lõike 1 alusel abipolitseinikule ja abipolitseiniku kandidaadile lisapuhkuse ning selle eest makstava hüvitise taotlemise ja väljamaksmise korra kehtestab määrusega.,true,,,
estleg:ABIPOL_Par_37_Lg_1,estleg:ABIPOL_Map_2026,§ 37.,1,(1) Abipolitseinikule antakse abipolitseiniku tunnistus ja eritunnused. Abipolitseiniku eritunnused ning tunnistuse ja eritunnuste kirjelduse kehtestab määrusega.,true,,,
estleg:ABIPOL_Par_37_Lg_2,estleg:ABIPOL_Map_2026,§ 37.,2,"(2) Abipolitseinik kannab abipolitseiniku ülesande täitmisel politsei ohutusvesti kirjaga „ABIPOLITSEINIK”. Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku loal võib erandjuhtudel, kui see tuleneb ülesande iseloomust, loobuda ohutusvesti kandmisest abipolitseiniku ülesande täitmisel. Abipolitseinik peab esitama isikule tema nõudmisel abipolitseiniku tunnistuse.",true,,,
estleg:ABIPOL_Par_37_Lg_3,estleg:ABIPOL_Map_2026,§ 37.,3,(3) Abipolitseinik võib kanda politseiametniku vormiriietust abipolitseiniku eritunnustega.,true,,,
estleg:ABIPOL_Par_37_Lg_4,estleg:ABIPOL_Map_2026,§ 37.,4,"(4) Abipolitseinik peab kandma politseiametniku vormiriietust abipolitseiniku eritunnustega, kui ta: kannab abipolitseiniku ülesande täitmisel tulirelva või elektrišokirelva või täidab politsei ülesandel käesoleva seaduse § 3 lõikes 2 sätestatud ülesannet iseseisvalt.",true,,,
estleg:ABIPOL_Par_37_Lg_4_1,estleg:ABIPOL_Map_2026,§ 37.,4¹,"(4¹) Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku loal võib erandjuhtudel, kui see tuleneb ülesande iseloomust, loobuda käesoleva paragrahvi lõike 4 punktis 1 sätestatud politseiametniku vormiriietuse kandmisest abipolitseiniku ülesande täitmisel.",true,,,
estleg:ABIPOL_Par_37_Lg_5,estleg:ABIPOL_Map_2026,§ 37.,5,"(5) Abipolitseinikul on keelatud abipolitseiniku ülesande täitmise ajal kanda: ametniku, välja arvatud politseiametniku, vormiriietust; turvatöötaja vormiriietust; riietust, millel on kaitseväe või Kaitseliidu eraldusmärgid.",true,,,
estleg:ABIPOL_Par_37_Lg_6,estleg:ABIPOL_Map_2026,§ 37.,6,(6) Eritunnused ja abipolitseinikule väljastatud vormiriietus tagastatakse abipolitseiniku staatusest vabastamisel.,true,,,
estleg:ABIPOL_Par_37_Lg_7,estleg:ABIPOL_Map_2026,§ 37.,7,(7) Eritunnuste ja abipolitseinikule väljastatud vormiriietuse andmise ja kandmise korra kehtestab Politsei- ja Piirivalveameti peadirektor.,true,,,
estleg:ABIPOL_Par_38,estleg:ABIPOL_Map_2026,§ 38.,,"(1) Kui abipolitseinik hukkub või sureb abipolitseiniku ülesande täitmisega seotud õnnetusjuhtumi või tema vastu toimepandud ründe või tema poolt süüteo tõkestamise või ohu tõrjumise tagajärjel, makstakse tema lapsele, vanemale, lesele, registreeritud elukaaslasele, kellega sõlmitud kooseluleping on lõppenud surma tõttu, või abieluga sarnanevas suhtes olevale elukaaslasele ning perekonnaseaduse tähenduses tema ülalpidamisel olnud teisele isikule ühekordset hüvitist. (2) Kui abipolitseinikul tuvastatakse abipolitseiniku ülesande täitmisega seotud õnnetusjuhtumi või tema vastu toimepandud ründe või tema poolt süüteo tõkestamise või ohu tõrjumise tagajärjel saadud vigastuse või tekkinud haiguse tõttu osaline või puuduv töövõime või ajutine töövõime kaotus, millega ei kaasnenud osalist või puuduvat töövõimet, makstakse talle hüvitist. (3) Käesoleva paragrahvi lõigetes 1 ja 2 nimetatud juhtudel makstakse hüvitist samadel alustel ja korras, mis on ette nähtud hüvitise maksmisel avaliku teenistuse seaduse §-des 49 ja 491 sätestatud juhtudel, arvestades käesolevas paragrahvis sätestatud erisusi. (4) Käesoleva paragrahvi lõigetes 1 ja 2 nimetatud hüvitise arvutamise aluseks võetakse abipolitseiniku keskmine palk või töötasu, mida maksis või maksab talle tema tööandja. Hüvitise ülempiir on kolmekordne Statistikaameti avaldatud viimane keskmine brutokuupalk. (5) Kui käesoleva paragrahvi lõikes 4 sätestatud abipolitseiniku palk või töötasu on väiksem kui politseiametniku madalaima põhipalgavahemiku madalaim määr, võetakse lõigetes 1 ja 2 nimetatud hüvitiste maksmisel aluseks politseiametniku madalaima põhipalgavahemiku madalaim määr. (6) Kui abipolitseiniku ülesandeid täitev abipolitseinik hukkumisele või vigastada saamisele eelnenud ajal ei töötanud, võetakse käesoleva paragrahvi lõigetes 1 ja 2 nimetatud hüvitise arvutamise aluseks hukkumise või vigastada saamise ajal kehtinud töötasu alammäär. (7) Käesolevas paragrahvis nimetatud kulud kaetakse riigieelarvest Siseministeeriu",true,,,
estleg:ABIPOL_Par_38_Lg_1,estleg:ABIPOL_Map_2026,§ 38.,1,"(1) Kui abipolitseinik hukkub või sureb abipolitseiniku ülesande täitmisega seotud õnnetusjuhtumi või tema vastu toimepandud ründe või tema poolt süüteo tõkestamise või ohu tõrjumise tagajärjel, makstakse tema lapsele, vanemale, lesele, registreeritud elukaaslasele, kellega sõlmitud kooseluleping on lõppenud surma tõttu, või abieluga sarnanevas suhtes olevale elukaaslasele ning perekonnaseaduse tähenduses tema ülalpidamisel olnud teisele isikule ühekordset hüvitist.",true,,,
estleg:ABIPOL_Par_38_Lg_2,estleg:ABIPOL_Map_2026,§ 38.,2,"(2) Kui abipolitseinikul tuvastatakse abipolitseiniku ülesande täitmisega seotud õnnetusjuhtumi või tema vastu toimepandud ründe või tema poolt süüteo tõkestamise või ohu tõrjumise tagajärjel saadud vigastuse või tekkinud haiguse tõttu osaline või puuduv töövõime või ajutine töövõime kaotus, millega ei kaasnenud osalist või puuduvat töövõimet, makstakse talle hüvitist.",true,,,
estleg:ABIPOL_Par_38_Lg_3,estleg:ABIPOL_Map_2026,§ 38.,3,"(3) Käesoleva paragrahvi lõigetes 1 ja 2 nimetatud juhtudel makstakse hüvitist samadel alustel ja korras, mis on ette nähtud hüvitise maksmisel avaliku teenistuse seaduse §-des 49 ja 491 sätestatud juhtudel, arvestades käesolevas paragrahvis sätestatud erisusi.",true,,,
estleg:ABIPOL_Par_38_Lg_4,estleg:ABIPOL_Map_2026,§ 38.,4,"(4) Käesoleva paragrahvi lõigetes 1 ja 2 nimetatud hüvitise arvutamise aluseks võetakse abipolitseiniku keskmine palk või töötasu, mida maksis või maksab talle tema tööandja. Hüvitise ülempiir on kolmekordne Statistikaameti avaldatud viimane keskmine brutokuupalk.",true,,,
estleg:ABIPOL_Par_38_Lg_5,estleg:ABIPOL_Map_2026,§ 38.,5,"(5) Kui käesoleva paragrahvi lõikes 4 sätestatud abipolitseiniku palk või töötasu on väiksem kui politseiametniku madalaima põhipalgavahemiku madalaim määr, võetakse lõigetes 1 ja 2 nimetatud hüvitiste maksmisel aluseks politseiametniku madalaima põhipalgavahemiku madalaim määr.",true,,,
estleg:ABIPOL_Par_38_Lg_6,estleg:ABIPOL_Map_2026,§ 38.,6,"(6) Kui abipolitseiniku ülesandeid täitev abipolitseinik hukkumisele või vigastada saamisele eelnenud ajal ei töötanud, võetakse käesoleva paragrahvi lõigetes 1 ja 2 nimetatud hüvitise arvutamise aluseks hukkumise või vigastada saamise ajal kehtinud töötasu alammäär.",true,,,
estleg:ABIPOL_Par_38_Lg_7,estleg:ABIPOL_Map_2026,§ 38.,7,(7) Käesolevas paragrahvis nimetatud kulud kaetakse riigieelarvest Siseministeeriumi eelarve kaudu.,true,,,
estleg:ABIPOL_Par_39,estleg:ABIPOL_Map_2026,§ 39.,,"(1) Abipolitseiniku ülesande täitmise tõttu abipolitseinikule või tema perekonnaliikmele tekitatud otsese varalise kahju hüvitab riik. Kahjutasu nõutakse süüdiolevalt isikult sisse regressi korras. (2) Varalise kahju hüvitamise tingimused ja korra kehtestab määrusega. (3) Käesolevas paragrahvis sätestatut ei kohaldata, kui abipolitseinik on abipolitseiniku ülesande täitmisel käesoleva paragrahvi lõikes 1 nimetatud otsese varalise kahju saamisel: pannud toime süüteo, mis on põhjuslikus seoses otsese varalise kahju saamisega; pannud toime enesetapu või enesetapukatse; pannud toime enesevigastuse, mis ei ole põhjuslikus seoses haigusliku seisundiga ega tulenenud teiste isikute õigusvastasest käitumisest; alkohoolse, narkootilise või psühhotroopse aine joobes.",true,,,
estleg:ABIPOL_Par_39_Lg_1,estleg:ABIPOL_Map_2026,§ 39.,1,(1) Abipolitseiniku ülesande täitmise tõttu abipolitseinikule või tema perekonnaliikmele tekitatud otsese varalise kahju hüvitab riik. Kahjutasu nõutakse süüdiolevalt isikult sisse regressi korras.,true,,,
estleg:ABIPOL_Par_39_Lg_2,estleg:ABIPOL_Map_2026,§ 39.,2,(2) Varalise kahju hüvitamise tingimused ja korra kehtestab määrusega.,true,,,
estleg:ABIPOL_Par_39_Lg_3,estleg:ABIPOL_Map_2026,§ 39.,3,"(3) Käesolevas paragrahvis sätestatut ei kohaldata, kui abipolitseinik on abipolitseiniku ülesande täitmisel käesoleva paragrahvi lõikes 1 nimetatud otsese varalise kahju saamisel: pannud toime süüteo, mis on põhjuslikus seoses otsese varalise kahju saamisega; pannud toime enesetapu või enesetapukatse; pannud toime enesevigastuse, mis ei ole põhjuslikus seoses haigusliku seisundiga ega tulenenud teiste isikute õigusvastasest käitumisest; alkohoolse, narkootilise või psühhotroopse aine joobes.",true,,,
estleg:ABIPOL_Par_3_Lg_1,estleg:ABIPOL_Map_2026,§ 3.,1,"(1) Abipolitseiniku pädevuses on politsei abistamine avalikku korda ähvardava ohu ennetamisel, väljaselgitamisel ja tõrjumisel ning avaliku korra rikkumise kõrvaldamisel.",true,,,
estleg:ABIPOL_Par_3_Lg_2,estleg:ABIPOL_Map_2026,§ 3.,2,(2) Abipolitseinik võib politsei ülesandel teostada iseseisvalt liiklusjärelevalvet ja järelevalvet avalikus kohas käitumise nõuete üle ning politsei ülesandel täita iseseisvalt ülesannet avalikku korda ähvardava vahetu kõrgendatud ohu tõrjumiseks.,true,,,
estleg:ABIPOL_Par_3_Lg_3,estleg:ABIPOL_Map_2026,§ 3.,3,(3) Abipolitseiniku pädevus võib isiku taotlusel piirduda ainult politsei abistamisega süüteoennetuses korrakaitseseaduse §-s 18 sätestatud alustel.,true,,,
estleg:ABIPOL_Par_4,estleg:ABIPOL_Map_2026,§ 4.,,"(1) Abipolitseinikuks võib nimetada 18-aastaseks saanud vähemalt põhiharidusega Eesti kodaniku, kes oskab eesti keelt vähemalt B2-tasemel ning kes vastab abipolitseiniku kutsesobivuse nõuetele. (1¹) Abipolitseinikul, kes täidab politsei ülesandel iseseisvalt käesoleva seaduse § 3 lõikes 2 sätestatud ülesandeid, peab olema vähemalt keskharidus ja ta peab oskama eesti keelt vähemalt C1-tasemel. (2) Abipolitseinikuks ei või nimetada kohtunikku ja prokuröri. (3) Abipolitseiniku kutsesobivuse nõuded kehtestab määrusega.",true,,,
estleg:ABIPOL_Par_40,estleg:ABIPOL_Map_2026,§ 40.,,"(1) Abipolitseiniku transpordi-, side- ja muud Politsei- ja Piirivalveameti ettenähtud ja temale ülesande täitmiseks vajalikud kulud hüvitab Politsei- ja Piirivalveamet. (1¹) Politsei- ja Piirivalveametil on õigus lähetada abipolitseinikku välisriiki ning maksta abipolitseinikule lähetusega seotud sõidu- ja majutuskulude hüvitist ning päevaraha. (2) Politsei- ja Piirivalveametil on õigus hüvitada abipolitseiniku tervisekontrolli kulutusi. (3) Käesoleva paragrahvi lõikes 1 nimetatud kulude hüvitamise piirmäära ja korra kehtestab Politsei- ja Piirivalveameti peadirektor käskkirjaga. (4) Kokkuleppel Politsei- ja Piirivalveametiga võib käesoleva paragrahvi lõikes 1 nimetatud kulud hüvitada kohalik omavalitsus.",true,,,
estleg:ABIPOL_Par_40_Lg_1,estleg:ABIPOL_Map_2026,§ 40.,1,"(1) Abipolitseiniku transpordi-, side- ja muud Politsei- ja Piirivalveameti ettenähtud ja temale ülesande täitmiseks vajalikud kulud hüvitab Politsei- ja Piirivalveamet.",true,,,
estleg:ABIPOL_Par_40_Lg_1_1,estleg:ABIPOL_Map_2026,§ 40.,1¹,(1¹) Politsei- ja Piirivalveametil on õigus lähetada abipolitseinikku välisriiki ning maksta abipolitseinikule lähetusega seotud sõidu- ja majutuskulude hüvitist ning päevaraha.,true,,,
estleg:ABIPOL_Par_40_Lg_2,estleg:ABIPOL_Map_2026,§ 40.,2,(2) Politsei- ja Piirivalveametil on õigus hüvitada abipolitseiniku tervisekontrolli kulutusi.,true,,,
estleg:ABIPOL_Par_40_Lg_3,estleg:ABIPOL_Map_2026,§ 40.,3,(3) Käesoleva paragrahvi lõikes 1 nimetatud kulude hüvitamise piirmäära ja korra kehtestab Politsei- ja Piirivalveameti peadirektor käskkirjaga.,true,,,
estleg:ABIPOL_Par_40_Lg_4,estleg:ABIPOL_Map_2026,§ 40.,4,(4) Kokkuleppel Politsei- ja Piirivalveametiga võib käesoleva paragrahvi lõikes 1 nimetatud kulud hüvitada kohalik omavalitsus.,true,,,
estleg:ABIPOL_Par_41,estleg:ABIPOL_Map_2026,§ 41.,,Silmapaistvate teenete eest võib abipolitseinikku ergutada politsei ja piirivalve seaduse 5. peatüki 8. jaos sätestatud korras.,true,,,
estleg:ABIPOL_Par_41_Lg_Unknown_1,estleg:ABIPOL_Map_2026,§ 41.,,Silmapaistvate teenete eest võib abipolitseinikku ergutada politsei ja piirivalve seaduse 5. peatüki 8. jaos sätestatud korras.,true,,,
estleg:ABIPOL_Par_42,estleg:ABIPOL_Map_2026,§ 42.,,"(1) Abipolitseinik vabastatakse abipolitseiniku staatusest Politsei- ja Piirivalveameti peadirektori või tema volitatud ametniku otsusega: abipolitseiniku algatusel; tema mittevastavuse korral käesoleva seaduse §-des 4 ja 5 ning § 8 lõikes 4 sätestatud tingimustele või seoses abipolitseinikule sobimatu käitumisega, sealhulgas kui abipolitseinik rikub avalikus kohas käitumise nõudeid või käitub muul viisil õigusvastaselt; abipolitseiniku surma korral. (2) Abipolitseinik vabastatakse abipolitseiniku staatusest, kui menetluse käigus tuvastatakse abipolitseiniku staatusest vabastamise asjaolu. Nimetatud menetlusele kohaldatakse haldusmenetluse seaduses sätestatut.",true,,,
estleg:ABIPOL_Par_42_1,estleg:ABIPOL_Map_2026,§ 42¹.,,"(1) Kriisiroll määratakse abipolitseinikule (edaspidi kriisirolliga abipolitseinik), kes annab nõusoleku abistada politseid hädaolukorra ohu, hädaolukorra, eriolukorra, erakorralise seisukorra, kõrgendatud kaitsevalmiduse või sõjaseisukorra ajal (edaspidi kriisi lahendamine) ning kellel on ülesande täitmiseks vajalikud teadmised ja oskused. (2) Kriisirolliga abipolitseinik on abipolitseinik, kelle pädevuses on kriisi lahendamise ajal käesoleva seaduse § 3 lõike 1 kohaselt politsei abistamine. (3) Kriisirolli ei saa määrata abipolitseinikule, kes asub riigikaitselise töökohustusega ameti- või töökohal või on nimetatud sõjaväelise auastmega sõjaaja ametikohale (edaspidi sõjaaja ametikoht). (4) Politsei- ja Piirivalveametil on enne abipolitseinikule kriisirolli määramist ja enne kriisirolli jätkumist käesoleva seaduse § 423 lõike 3 alusel õigus saada töötamise registrist teavet isiku töötamise kohta riigikaitselise töökohustusega ameti- või töökohal ning kaitseväekohustuslaste registrist teavet isiku nimetamise kohta sõjaaja ametikohale.",true,,,
estleg:ABIPOL_Par_42_1_Lg_1,estleg:ABIPOL_Map_2026,§ 42¹.,1,"(1) Kriisiroll määratakse abipolitseinikule (edaspidi kriisirolliga abipolitseinik), kes annab nõusoleku abistada politseid hädaolukorra ohu, hädaolukorra, eriolukorra, erakorralise seisukorra, kõrgendatud kaitsevalmiduse või sõjaseisukorra ajal (edaspidi kriisi lahendamine) ning kellel on ülesande täitmiseks vajalikud teadmised ja oskused.",true,,,
estleg:ABIPOL_Par_42_1_Lg_2,estleg:ABIPOL_Map_2026,§ 42¹.,2,"(2) Kriisirolliga abipolitseinik on abipolitseinik, kelle pädevuses on kriisi lahendamise ajal käesoleva seaduse § 3 lõike 1 kohaselt politsei abistamine.",true,,,
estleg:ABIPOL_Par_42_1_Lg_3,estleg:ABIPOL_Map_2026,§ 42¹.,3,"(3) Kriisirolli ei saa määrata abipolitseinikule, kes asub riigikaitselise töökohustusega ameti- või töökohal või on nimetatud sõjaväelise auastmega sõjaaja ametikohale (edaspidi sõjaaja ametikoht).",true,,,
